restaurant_name,address,zip_code,restaurant_key
UNITED GRILL,4803 W ARMITAGE AVE,60639,1274
El Quetzal LLC,3443-3445 W LAWRENCE AVE,60625,1275
LA MICHOACANA PREMIUM,2150 W CERMAK RD,60608,1276
MEDDLE COFFEE BAR,601 W JACKSON BLVD B,60661,1277
WENDY'S #12070,5555 N JIM MILLER RD,75228,1278
BURGER KING,801 N RIVERFRONT BLVD,75207,1279
SAVERS COST PLUS-FAST FOOD DELI,1610 S WESTMORELAND RD,75211,1280
MULTIPLE CAREERS MAGNET,4528 RUSK AVE,75204,1281
EATZI'S GROCERY COFFEE,6025 ROYAL LN #208,75230,1282
CHICK-FIL-A,14897 PRESTON RD,75254,1283
EATZI'S DELI,3403 OAK LAWN AVE,75219,1284
ANTOINE'S OF DALLAS FOOD,4234 HARRY HINES BLVD A,75219,1285
GRAM'S DONUTS,2555 INWOOD RD #137,75235,1286
HIDE AND SEEK,838 W RANDOLPH ST,60607,1287
PLEASANT HOUSE PUB,2119 S HALSTED ST,60608,1288
TEDDY BEAR NURSERY SCHOOLS INC,2649 W 51ST ST,60632,1289
ST MARGARET ELEMENTARY,9833 S THROOP,60643,1290
SAMUEL FOOD MART,4835 SAMUELL BLVD,75228,1291
BILLARES EL CENTENARIO,3238 SAMUELL BLVD,75223,1292
ROOM FORTY THREE,1041-1043 E 43RD ST,60653,1293
BOURBON STREET BIRDS,2057 E 95TH ST,60617,1294
IRAZU,1865 N MILWAUKEE AVE,60647,1295
WING CHONG RESTAURANT,4077 N ELSTON AVE,60618,1296
HYMAN G RICKOVER NAVAL ACADEMY HIGH SCHOOL,5700 W BERTEAU AVE,60634,1297
DENA'S FOOD,7749 S HALSTED ST,60620,1298
DELICIAS EL CATRACHITO,5846 W MONTROSE AVE,60634,1299
PARLAY LINCOLN PARK,950-952 W WRIGHTWOOD AVE,60614,1300
SOUTHSIDE STEAKS & CAKES,3125 AL LIPSCOMB WAY,75210,1301
LENA'S ON TECHNOLOGY,10333 TECHNOLOGY BLVD E,75220,1302
CC YOUNG LEVEL 8 SKILLED NURSING CAFE,4849 W LAWTHER DR,75214,1303
AVO EATS 113,2500 VICTORY AVE PLZA #1029,75201,1304
CITIZEN,2511 SWISS AVE #150,75204,1305
ADOLPHUS CENTARY BANQUET HALL KITCHEN PANTRY 19TH FL,1321 COMMERCE ST,75202,1306
NATIVE FOOD CAFE,218 S CLARK ST,60604,1307
LB WILSON LLC-LA BOULANGERIE,1945 W WILSON AVE,60640,1308
QUESABIRRIA JALISCO RESTAURANT,1858 W PERSHING RD,60609,1309
MC DONALD' S # 22100,1737 W FULLERTON AVE,60614,1310
KYOKU SUSHI,2518 N LINCOLN AVE,60614,1311
ACCENT FOOD SERVICES,2195 RESEARCH ROW,78660,1312
BOOMPY'S DONUT & ICE CREAM SHOP,3204 S MALCOLM X BLVD,75215,1313
SUBWAY SANDWICHES,3260 IRVING BLVD,75247,1314
7-ELEVEN CONVENIENCE STORE #207693,10340 FOREST LN,75243,1315
Perez,1241 W 19th St  (1900S),60608,1316
LEVEL TWO,1250 SLOCUM ST #758,75207,1317
SHAKE SHACK,3519 N CLARK ST,60657,1318
LEAVITT CORNER STORE,3359 S LEAVITT ST,60608,1319
ROSCOE'S TAVERN LTD,3354-3356 N HALSTED ST,60657,1320
RAINBO CLUB INC,1150 N DAMEN AVE,60622,1321
BOBIJOA,1140 W 18TH ST,60608,1322
NEW WAYNE'S BARBECUE & CAJUN INC,5401 S WENTWORTH AVE,60609,1323
FOGO DE CHAO,2619 MCKINNEY AVE #150,75201,1324
KOKOPELLI CANDY,1718 N MARKET ST #155,75202,1325
RONNIE'S CATFISH AND MORE,10729 AUDELIA RD #113,75238,1326
WAL-MART #5889,9410 WEBB CHAPEL RD,75220,1327
JOSE MAYS ELEMENTARY,9818 BROCKBANK DR,75220,1328
CATFISH SMITH,4620 BOTHAM JEAN BLVD,75215,1329
URBAN YOUTH ACADEMY,3500 GOLDMAN ST,75212,1330
ACCENT FOOD SERVICES #2,8840 CYPRESS WATERS BLVD,75019,1331
DEJA VU SHOWGIRLS,750 S CLINTON ST,60607,1332
THE DREAM CAFE,2800 ROUTH ST #170,75201,1333
DAMEN FUEL,7050 S DAMEN AVE,60636,1334
MCDONALD'S,1657 W 95TH ST,60643,1335
WHOLE FOODS,6020 N CICERO AVE,60646,1336
BURGER KING #244,3728 S ARCHER AVE,60632,1337
POPEYE'S  # 866,7617 S RACINE AVE,60620,1338
OLD LWIW RESTAURANT INC,2228 W CHICAGO AVE,60622,1339
7- ELEVEN,600 S DEARBORN ST,60605,1340
SUBWAY,5040 S Cottage Grove AVE,60615,1341
7-ELEVEN,3702 GREENVILLE AVE,75206,1342
13209,13209 C F HAWN FRWY,75253,1343
JEREMY'S GROCERY,3444 E ILLINOIS AVE,75216,1344
UPSTAIRS CIRCUS,2810 MAIN ST,75226,1345
CENTRAL MARKET COFFEE/GELATO,5750 E LOVERS LN,75206,1346
DONER 97,2435 N CLARK ST,60614,1347
MR & MRS JAMES CHICKEN & FISH INC.,3701 W 16TH ST,60623,1348
HERBERT MARCUS ELEMENTARY,2911 NORTHAVEN RD,75229,1349
ED CAMPBELL CONCESSION- COTTON BOWL STAND #11-1515,3750 COTTON BOWL PLAZA,75210,1350
WAL-MART SUPERCENTER #2427-MEAT,9301 FOREST LN,75243,1351
HOT STONE & KOREAN KITCHEN,2330 ROYAL LN 300,75229,1352
ADA S McKINLEY,661 E 69TH ST,60637,1353
DUNKIN DONUTS BASKIN ROBBINS,229 W JACKSON BLVD,60606,1354
THE KEDZIE INN LLC,4100-4102 N KEDZIE AVE,60618,1355
PHOEBE A HEARST ELEMENTARY SCHOOL,4640 S Lamon (4900W),60638,1356
WHITE CASTLE #24,7912 S PULASKI RD,60652,1357
SUN-D-WICH,13542 S BRANDON AVE,60633,1358
ROCKWELL'S NEIGHBORHOOD GRILL,4632 N ROCKWELL ST,60625,1359
DOS TOROS TAQUERIA,1 N DEARBORN ST,60602,1360
SKY ROCKET BURGER,7877 FRANKFORD RD #101B,75252,1361
LAKE HIGHLANDS JR HIGH,10301 WALNUT HILL LN,75238,1362
"FUNNEL CAKE PARADISE, LLC",4353 GANNON LN #114,75237,1363
FOOD PLUS,1346 N MASTERS #100,75217,1364
SUBWAY,3815 N BROADWAY,60613,1365
EXQUISITE CATERING & EVENTS LLC,501 E 61ST ST,60637,1366
CHICKEN INN,7536 N MILWAUKEE AVE,60631,1367
LOTUS BANH MI,200 W ADAMS ST,60606,1368
Weather Mark Tavern,1503 S MICHIGAN AVE,60605,1369
QUEEN GYROS AND SUB,2414 W 71ST ST,60629,1370
SABE A ZULIA,5306-5308 W FULLERTON AVE,60639,1371
DAISIES,2375-2377 N MILWAUKEE AVE,60647,1372
F. STOCK ELEMENTARY SCHOOL,7507 W Birchwood (7500N),60631,1373
79TH MARKET,857 E 79TH ST,60619,1374
MONTEALBAN,6012 W FULLERTON AVE,60639,1375
BIG,151 E WACKER DR,60601,1376
THAI PASTRY,4925 N BROADWAY,60640,1377
"HALSTED SHELL, DUNKIN DONUTS, MR SUB",9802 S HALSTED ST,60628,1378
NAKHIL PALACE,6014-6016 W IRVING PARK RD,60634,1379
PEACHTREE NURSERY AND LEARNING CENTER II INC.,3817 W FULLERTON AVE,60647,1380
SUBWAY SANDWICH & SALAD,2352 W CERMAK RD,60608,1381
Lito's Taco and Empanada House,2460 N CLARK ST,60614,1382
MCDONALDS #4777,1000 COMMERCE ST,75202,1383
SNOWFRUIT 529,4241 CAPITOL AVE,75204,1384
FAMILY DOLLAR 6581,1928 E LEDBETTER DR,75216,1385
WEST END HOTEL BAR,1015 ELM ST,75202,1386
BELSE PACIFIC DECK DALLAS,1910 PACIFIC #1400,75201,1387
SEE THRU CHINESE KITCHEN,7118 S WESTERN AVE,60636,1388
LAKEFRONT NURSING & REHAB CENTER,7618 N SHERIDAN RD,60626,1389
BOURGEOIS PIG: THE CAFE,736 W FULLERTON AVE,60614,1390
FRESHII,410 N MICHIGAN AVE,60611,1391
LA ESCUELITA NUMERO DOS,3001-3009 W DIVERSEY AVE,60647,1392
HOT CHI,100 W 87TH ST,60620,1393
MODERN RELISH,632-636 N ASHLAND AVE,60622,1394
THE BOOZEHOUND AT GRAYLAND STATION,3734 N MILWAUKEE AVE,60641,1395
CHICAGO DINER LOGAN SQUARE,2333 N MILWAUKEE AVE,60647,1396
BENNY'S PIZZA,1244 W 18TH ST,60608,1397
ASHAR INTERNATIONAL MARKET,5723 N CALIFORNIA AVE,60659,1398
Luckys Fusion Grill,925 N ASHLAND AVE,60622,1399
HALF SHELL INC,676 W DIVERSEY PKWY,60614,1400
IDOF FRESH MEDITERRANEAN,1920 W NORTH AVE,60622,1401
LA MAS CHIQUITA,5716 W 63RD ST,60638,1402
CHURCH'S CHICKEN #1386,4210 GASTON AVE,75246,1403
JAKES HAMBURGERS,10226 GARLAND RD,75218,1404
NUSR-ET STEAKHOUSE,1900 N PEARL ST #100,75201,1405
CMM FOOD SERVICES,6301 S HALSTED ST,60621,1406
ANGRY TACO,7210 N CALIFORNIA AVE,60645,1407
VILLAGE BAKING COMPANY,3219 KNOX ST #130,75205,1408
Starbucks Coffee#48855,4155 N CICERO AVE,60641,1409
Mom's Old Recipe Mexican Restaurant,5760 N MILWAUKEE AVE,60646,1410
Earl's BBQ,4835 N AUSTIN AVE,60630,1411
"EN LAI ASIAN GRILL, INC.",6044 N BROADWAY,60660,1412
THE ORIGINAL SCOOPS CHICAGO INC.,608 W 31ST ST,60616,1413
INFUSE HOSPITALITY,123 N WACKER DR,60606,1414
JET'S PIZZA-IL24,3510 W ARMITAGE AVE,60647,1415
LA NEVERITA ICE CREAM & ANTOJITOS,5158 S KEDZIE AVE,60632,1416
NOODLES & COMPANY,3419 N SOUTHPORT AVE,60657,1417
LOS TARASCAS TAQUERIA,2200 W CLARENDON DR,75208,1418
POPEYES #586,212 CONTINENTAL AVE,75207,1419
FAMILY DOLLAR STORE #5556,3108 FORT WORTH AVE,75211,1420
BHOOMI FOODS LLC,580 KINCAID ST,60035,1421
KIKKA AT WHOLE FOODS EDGEWATER,6009 N BROADWAY,60660,1422
HOLY CRUST PIZZA,3011 GULDEN LN #112,75212,1423
JERK 48 WEST LLC,4335 W Madison ST,60624,1424
7-ELEVEN #33908A,451 N STATE ST,60654,1425
TEMPORIS,933 N ASHLAND AVE,60622,1426
Flight Club,111 W Wacker DR,60601,1427
TRUE KITCHEN + KOCKTAILS/ FLAIR COCKTAIL LOUNGE,1933 ELM ST,75201,1428
I.B DISCOUNT INC.,4300 W FULLERTON AVE,60639,1429
MONTESSORI OF ENGLEWOOD,6936 S HERMITAGE AVE,60636,1430
ADA S. MCKINLEY LAKESIDE ACADEMY,2920 S WABASH AVE,60616,1431
NAKWON KOREAN BAKERY,3746 W LAWRENCE AVE,60625,1432
ALL AMERICAN NURSING HOME,5448 N BROADWAY,60640,1433
AFRICAN FOOD PALACE,8918 S COMMERCIAL AVE,60617,1434
BAR DAVID/RUBENSTEIN FORUM,1201 E 60TH ST,60637,1435
PANERA BREAD #9210,675 N ST CLAIR ST,60611,1436
HIMALAYAN RESTAURANT,606 S WABASH AVE,60605,1437
UNCLE  REMUS,5611 W MADISON ST,60644,1438
EL RINCONSITO,3438 SAMUELL BLVD,75223,1439
CATFISH & MORE,3800 S LANCASTER RD,75216,1440
CENTRAL DISCOUNT FOOD & DOLLAR,3314 N CENTRAL AVE,60634,1441
"AFTER SCHOOL MATTERS,INC",3401-3435 N CICERO AVE,60641,1442
ARAMARK-FIELD MUSEUM,1400 S LAKE SHORE DR,60605,1443
LA DELICIA MICHOACANA,5146 S ARCHER AVE,60632,1444
LEVY@WRIGLEY,1012 W ADDISON ST,60613,1445
HAWAIIAN BROS,6011 GREENVILLE AVE,75206,1446
HONEST TACO WEST VILLAGE,3699 MCKINNEY AVE #307,75204,1447
"COMPASS GROUP USA, INC.",540 W MADISON ST,60661,1448
SAM'S CLUB 6373 PRODUCE,6185 RETAIL RD #100,75231,1449
KATKOUT,4734 N KEDZIE AVE,60625,1450
WAKE-N-BAKERY,1659 W DIVISION ST,60622,1451
MESON DEL TACO EXPRESS,7616 W BELMONT AVE,60634,1452
TRYZUB RESTAURANT,2201 W CHICAGO AVE,60622,1453
Hanson Park,5411 W Fullerton AVE,60639,1454
N,2977 N ELSTON AVE,60618,1455
ESPRESSAMENTE ILLY/CITYFRONT CAFE,455 N CITYFRONT PLAZA DR,60611,1456
CABRITOS LOS CAVAZOS RESTAURANT,10240 N WALTON WALKER,75211,1457
GRAND KING BAR & GRILL SWIMMING POOL BAR,2143 JOE FIELD RD,75229,1458
PRIVATE KITCHEN & DINNER ROOM,3635 DAN MORTON DR 1FL,75236,1459
TINY GIANTS EARLY LEARNING CENTER,4421 N CLARK ST,60640,1460
BUSY BEES CHILD DEVELOPEMENT CENTER,3149-3155 S SHIELDS AVE,60616,1461
POTBELLY SANDWICH SHOP,4185 W IRVING PARK RD,60641,1462
ZANIES COMEDY CLUBS INC,1548 N WELLS ST,60610,1463
CHICAGO SUGAR DADDY PATISSERIE LLC,3243 N BROADWAY,60657,1464
TAFT FRESHMAN ACADEMY,4071 N OAK PARK AVE,60634,1465
BUYK,2774 N MILWAUKEE AVE,60647,1466
GAME NIGHT OUT,2828 N CLARK ST STE 4,60657,1467
MIKI'S PARK,109 W HUBBARD ST,60654,1468
"TONY'S CARRYOUT, INC.",101 E 47TH ST,60653,1469
ASADOR BASTIAN,214 W ERIE ST,60654,1470
SMITH VILLAGE,2320 W 113TH PL,60643,1471
Howl at the Moon,26-30 W HUBBARD ST,60654,1472
TEJANO SPORTS BAR Y COCINA,119 W JEFFERSON BLVD,75208,1473
ROGER Q MILLS ELEMENTARY,1515 LYNN HAVEN AVE,75216,1474
ARLINGTON HALL,3400 TURTLE CREEK BLVD,75219,1475
B CAKE CAFE,9780 WALNUT ST #280,75243,1476
Guidepost Montessori at Lincoln Park,2301 N CLARK ST,60614,1477
STEVENS PARK GOLF COURSE,1005 N MONTCLAIR AVE,75208,1478
GOOD N FRESH MART,10334 SCYENE RD,75227,1479
TWISTED HIPPO TAPROOM AND EATERY,2925 W MONTROSE AVE,60618,1480
VACA'S CREAMERY,2324 W GIDDINGS ST,60625,1481
TASTE OF JAPAN,201 N WELLS ST,60606,1482
DOLLAR GENERAL STORE # 15873,5518 W CHICAGO AVE,60651,1483
J TAMALITO,7357 N CLARK ST,60626,1484
HAROLD'S CHICKEN #55,129 W 87th ST,60620,1485
BBQ CHICKEN EDGEWATER BEACH,1103 W BRYN MAWR AVE,60660,1486
DE ARCOS PIZZA & RESTAURANT,2832 E 87TH ST,60617,1487
SIX CORNER BAKERY,4022 N MILWAUKEE AVE,60641,1488
ILLINOIS CENTER FOR REHABILITATION AND EDUCATION-R,1950 W ROOSEVELT RD,60608,1489
TE'AMO BOBA BAR,520 N MICHIGAN AVE,60611,1490
AU BON PAIN,200 E RANDOLPH ST,60601,1491
BRETT'S KITCHEN,233 W SUPERIOR ST,60654,1492
SUBWAY,11629 S HALSTED ST,60628,1493
"SU NUEVA CASA DEL GALLO BRAVO, INC.",3714 W LAWRENCE AVE,60625,1494
TIGER MART #48,1920 S BELTLINE RD,75253,1495
NOTHING BUNDT CAKES,10720 PRESTON RD 1101B,75230,1496
WARWICK MELROSE DALLAS - CONFRENCE CENTER,3015 OAK LAWN AVE,75219,1497
MY DONUTS,10212 E NORTHWEST HWY,75238,1498
FIRE HOUSE SUBS,18208 PRESTON RD D-10,75226,1499
VILLAGE BURGER BAR,12300 INWOOD RD #210,75244,1500
BARTLEBY'S HOMEMADE ICE CREAM COMPANY,1943 W BYRON ST,60613,1501
"FOOD2YOU MAPLEWOOD, INC.",2719 N MAPLEWOOD AVE,60647,1502
JULIUS-MEINL,1918 W MONTROSE AVE,60613,1503
SWEET GRASS MARKET,4825 ROSS AVE,75204,1504
EMERALD CITY COFFEE,1224 W WILSON AVE,60640,1505
JEFFERSON TAP AND GRILLE AND THE LOFT,323-325 N JEFFERSON ST,60661,1506
EGGY'S AND GODDESS AND THE BAKER,165 W SUPERIOR ST,60654,1507
Subway,1768 W ARMITAGE AVE,60622,1508
SUPERMERCADO EL GUERO #10 INC,4023 S ARCHER AVE,60632,1509
MONARCA P.L.A.C.E .7 INC,4553 S ASHLAND AVE,60609,1510
7-ELEVEN,5610 N KIMBALL AVE,60659,1511
LA LENA,3756-3758 W NORTH AVE,60647,1512
"WENDY'S PROPERTIES, LLC",1623 W DIVISION ST,60622,1513
HIGH FIVE,1804 MCMILLAN AVE,75206,1514
PAULS FOOD & FUEL MART,11115 GARLAND RD,75218,1515
DAIRY QUEEN #13981,2127 FORT WORTH AVE,75211,1516
ONE STOP DICKEY'S,2324 MCKINNEY AVE,75201,1517
SAM'S CLUB BAKERY,12000 MCCREE RD,75238,1518
WINGSTOP,1133 N ZANG BLVD #107,75203,1519
RAFFI'S LOCALE ITALIAN CUCINA INC,7547 W IRVING PARK RD,60634,1520
FAMOSA BAKERY,2747 W 55TH ST,60632,1521
CHIPOTLE MEXICAN GRILL,5961 N LINCOLN AVE,60659,1522
DOE DOE EATERY,6620 W NORTH AVE,60707,1523
SCHWA,1466 N ASHLAND AVE,60622,1524
LAS DELICIAS DE LA MICHOACANA LLC,6649 N CLARK ST,60626,1525
TACOS EL REY,9625 S EWING AVE,60617,1526
CARMELO'S TACO PLACE,2746 W 59TH ST,60629,1527
G & O,459 N OGDEN AVE,60642,1528
THE HALAL GUYS,6474 N SHERIDAN RD,60626,1529
JOHN PEELER ELEM SCHOOL,810 S LLEWELLYN AVE,75208,1530
NEW RUSH HOUR FOODMART KITCHEN,8912 LAKE JUNE RD,75217,1531
NUBIAS COCINA,4007 URBAN AVE,75227,1532
ALEX ICE CREAM,2800 SHARON AVE,75211,1533
BROTHERS CREAMERY,2928 N BROADWAY,60657,1534
NANDO'S PERI PERI,1447 E 53RD ST,60615,1535
MUNDO SALUDABLE,5649 N ASHLAND AVE,60660,1536
BRYN MAWR BREAKFAST CLUB,3348-3352 W BRYN MAWR AVE,60659,1537
RIZZO'S BAR & INN,437 N RUSH ST,60611,1538
ST PAUL CAFE,1707 SAN JACINTO ST,75201,1539
G.R. CLARK ELEMENTARY,1045 S Monitor,60644,1540
THE LOVE LEARNING CENTER DAYCARE,228 E 61ST ST,60637,1541
BROADWAY CELLARS,5900 N BROADWAY,60660,1542
"POSITANOS RESTAURANT & PIZZA, INC.",4844 S ASHLAND AVE,60609,1543
AM MOON MART INC,2516 E 79TH ST,60649,1544
FOX FUELS,3603 MARVIN D LOVE FRWY,75224,1545
AMAZCAKES LLC,5020 S ASHLAND AVE,60609,1546
CHARLES KIMBALL,3220 N KIMBALL,60618,1547
TORTILLERIA EL REY INC,2701 S TRUMBULL AVE,60623,1548
SUBWAY,51 W 79TH ST,60620,1549
Jimmy John's,6451 W DIVERSEY AVE,60707,1550
PRAIRIELAND MONTESSORI WICKER PARK,2201 W NORTH AVE,60647,1551
ROQUE'S PIZZA,5337 W BELMONT AVE,60641,1552
STARBUCKS COFFEE#48513,469 W CHICAGO AVE,60654,1553
FRESH MARKET,7059 S HALSTED ST,60621,1554
GOLD RUSH CAFE,1913 SKILLMAN ST,75206,1555
STARBUCKS COFFEE #6248,11919 PRESTON RD,75230,1556
CHILI'S GRILL & BAR #25,12815 PRESTON RD,75230,1557
GOOD LUCK,332 W COMMERCE ST,75202,1558
PEPE PIZZA,4210 W CAMP WISDOM RD #160,75237,1559
7-ELEVEN,1985 W NORTHWEST HWY,75220,1560
CHICK-FIL-A AT BUCKTOWN (IL) FSR,1910 W FULLERTON AVE,60614,1561
DOMINO'S PIZZA,1820 W MOCKINGBIRD LN #10,75235,1562
DUNKIN DONUTS,2800 N WESTERN AVE,60618,1563
Portage Park Senior Satellite Center,4100 N Long ST,60641,1564
ZAPP THAI,7534-7536 W ADDISON ST,60634,1565
TOP BUTCHER,7128 W GRAND AVE,60707,1566
MR. J FISH & CHICKEN,7601 S HALSTED ST,60620,1567
CANAAN LAND LEARNING CENTER,7311-7313 N WESTERN AVE,60645,1568
87TH STREET JERK & SEAFOOD MARKET,1710 W 87TH ST,60620,1569
"P.F. CHANG TO GO, LLC",213 W HUBBARD ST,60654,1570
WHITE CASTLE #25,5618 W NORTH AVE,60639,1571
LITTLE CAESAR PIZZA,1406 W 47TH ST,60609,1572
FOX'S BEVERLY PUB,9956 S WESTERN AVE,60643,1573
MARLONS CHICKEN & FISH,602 E 75TH ST,60619,1574
KAYAO,1252 N WELLS ST,60610,1575
"HAPPY CAFE OF CHICAGO, INC",2351 S WENTWORTH AVE,60616,1576
WINGSTOP,4351 DALLAS FORT WORTH TPKE #110,75212,1577
PAPPADEAUX SEAFOOD,18349 DALLAS PKWY,75287,1578
FRESITAS FRUIT COCTAIL,712 S WALTON WALKER BLVD #11-O,75211,1579
BLACK JACK PIZZA,2120 N ST AUGUSTINE RD #100,75227,1580
SMOOTHIE KING,5235 W LOVERS LN,75209,1581
AL SON DE MI TIERRA RESTAURANT INC.,4501-4503 W BELMONT AVE,60641,1582
JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,60649,1583
DUNKIN DONUTS/BASKIN ROBBINS,6925 S PULASKI RD,60629,1584
TACOS EL PASTOR 53,5319 S HYDE PARK BLVD,60615,1585
CM CHICKEN,2439 N CLARK,60614,1586
FRIENDLY TAVERN,6124 W GUNNISON ST,60630,1587
BLISS BOWLS ACAI,115 N WABASH AVE,60602,1588
FRESH MART EXPRESS INC.,9455 S ASHLAND AVE,60620,1589
KIDS PLANET ACADEMY INC,1249-1251 W 63RD ST,60636,1590
LEGEND'S SMOKEHOUSE,3636 FRANKFORD RD #320,75287,1591
EN HAKKORE 2.0,1467 N MILWAUKEE AVE,60622,1592
5411 EMPANADAS,2850 N CLARK ST,60657,1593
JIMMY'S GYROS & GRILL,20 E ADAMS ST,60603,1594
PEKING CHINESE FOOD,129 W NORTH AVE,60610,1595
CASA ROMAN,6978 N CLARK ST,60626,1596
BROOKDALE WHITE ROCK,9271 WHITE ROCK TRL,75238,1597
SDI 3627 DALLAS TX SONIC DRIVE IN,3555 FOREST LN,75234,1598
RITZ CARLTON HOTEL - KITCHEN,2121 MCKINNEY AVE #101,75201,1599
LUBY'S CAFETERIA,5600 S HAMPTON RD,75232,1600
DEE AND CHARLES WYLY THEARER   LOBBY  BAR,2400 FLORA ST,75201,1601
THE BODEGA AT HI LINE,1400 HI LINE DR #120,75207,1602
CHARMAINE & ROBERT PRICE CAREER INSTITUTE,4949 VILLAGE FAIR DR,75224,1603
INWOOD TAVERN,7717 INWOOD RD,75209,1604
John Garvy Elementary School,5225 N Oak Park (6800W),60656,1605
UNIVERSITY CHILDREN'S CENTER,446 E ONTARIO ST,60611,1606
PRINTER'S ROW COFFEE COMPANY,2482 N LINCOLN AVE,60614,1607
ED CAMPBELL CONCESSION- COTTON BOWL STAND #19-1N27,3750 COTTON BOWL PLAZA,75210,1608
NEEDS FOOD MART,6342 N CICERO AVE,60646,1609
SOL CHICAGO,1651 W Chicago AVE,60622,1610
GOGOGIRI DALLAS LLC,17421 PRESTON RD,75252,1611
GEORGE'S CHICKEN & SHRIMP,174 N FRANKLIN ST,60606,1612
CONTINENTAL CARE CENTER,5334-5336 N WESTERN AVE,60625,1613
COOKED CHICAGO,2616 N Cicero AVE,60639,1614
SHARKS SEAFOOD,35 E 59TH ST,60637,1615
PURE GREEN SOUTH LOOP,724 S CLARK ST,60605,1616
GORDITAS LA MINA,11200 HARRY HINES BLVD #E3,75229,1617
SAM'S CLUB #4925 - GROCERY,2218 GREENVILLE AVE,75206,1618
WINGS & MORE PLACE,7455 S WESTMORELAND RD,75237,1619
SAN MARTIN COMMISSARY,158 LESLIE ST,75207,1620
BLESSED SACRAMENT CATHOLIC CHURCH,221 N MARSALIS AVE,75203,1621
GOLDEN CHICK,7979 S HAMPTON RD,75232,1622
BIG BOYS BEER WINE AND GROCERIES,3500 E ILLINOIS AVE,75216,1623
SERVING ALL FAMILIES EVERYWHERE #2,2141 W 79TH ST,60620,1624
ESQUINA DEL SABOR CATROCHO,2535 N LARAMIE AVE,60639,1625
BRUTON STORE,9199 BRUTON RD,75217,1626
DOUBLETREE BY HILTON CAMPBELL CENTRE HOTEL BAR,8250 N CENTRAL EXPW,75206,1627
HAROLD'S CHICKEN #55,2300 S THROOP ST,60608,1628
HAPPY RICE,243 W CERMAK RD,60616,1629
ADOLPHUS HOTEL PANTRY,1321 COMMERCE ST,75202,1630
SEAFOOD FISH & CHICKEN CRIB,25 S PULASKI RD,60624,1631
HUNGRY MAMA'S JERK CHICKEN LLC,1636 W HOWARD ST,60626,1632
ST EUGENE,7930 W FOSTER,60656,1633
LA TORTA CHILANGA #2,5407 S KEDZIE AVE,60632,1634
GIORDANO'S NAVY PIER,700 E GRAND AVE,60611,1635
TOMMY FOOD SERVICE,7059 S HALSTED ST,60621,1636
MOSES BUTCHER SHOP,5057 W DIVISION ST,60651,1637
STARBUCKS # 2483,1430 W TAYLOR ST,60607,1638
"CHAN'S KING WOK, INC.",2323 W MADISON ST,60612,1639
LOURS BAKERY CAFE,1424 W TAYLOR ST,60607,1640
FLAT TOP GRILL,30 S WABASH AVE,60603,1641
MR. K FOOD MART,7859 MCCALLUM BLVD STE #101,75252,1642
C F CARR SCHOOL,1952 BAYSIDE ST,75212,1643
KROGER #511 MEAT/SEAFOOD,10677 E NORTHWEST HWY #300,75238,1644
"HOUND DOG, BURGER & TERIYAKI  RESTAURANT",2257 W GRAND AVE,60612,1645
GIORDANO'S ON JACKSON,223-225 W JACKSON BLVD,60606,1646
MARIO FOOD AND TOBACCO INC.,4017 W MADISON ST,60624,1647
"SUPERMERCADO SANCHEZ, INC.",2824 W 59TH ST,60629,1648
CALIFORNIA GARDENS NURSING & REHABILITATION CENTER,2829 S CALIFORNIA AVE,60608,1649
A.P. DELI INC. XI,1759 E 75TH ST,60649,1650
POTBELLY SANDWICH SHOP,222 W MERCHANDISE MART PLZ,60654,1651
"FOOD MARKET 123, INC.",6357 S COTTAGE GROVE AVE,60637,1652
ORGANICLIFE,1309 W 95TH ST,60643,1653
MAGGIE GYROS & CHICKEN,349 E 47TH ST,60653,1654
LA MICHOACANA MEAT MARKET - MEAT,8282 W SPRING VALLEY RD,75240,1655
POKE SUSHI ROLL,5706 E MOCKINGBIRD LN #110,75206,1656
DALLAS BIBLE CHURCH KITCHEN,15765 HILLCREST RD,75248,1657
MARISCOS EL PESCADOR SPORTS BAR,2460 WALNUT HILL LN,75225,1658
THE FLAVORED JAMAICAN INC.,8216 S KEDZIE AVE,60652,1659
LEE'S WOK,1437 W MONTROSE AVE,60613,1660
"MICHAEL'S RESTAURANT, INC.",4089-4091 N BROADWAY,60613,1661
POTASH BROS. SUPERMARKET,1525 N CLARK ST,60610,1662
LA FLORENCIA BAKERY,10429 S EWING AVE,60617,1663
WEE CARE DAYCARE PRESCHOOL,2816 N PINE GROVE AVE,60657,1664
CHILANGOS TACOS,211 S AKARD ST #105,75202,1665
MI RINCONCITO LAGUNERO,3010 VILBIG RD,75228,1666
Chicago Academy Elementary School,3400 N Austin,60634,1667
"TASTY SPOT FOOD & GRILL ON 67, INC.",1508 E 67TH ST,60637,1668
ALDI,6621 S COTTAGE GROVE AVE,60637,1669
7 STARS FOOD & TOBACCO INC.,7753 S CICERO AVE,60652,1670
DEL SEOUL,2568-2570 N CLARK ST,60614,1671
SUBWAY 33077,10354 S HALSTED ST,60628,1672
HOMESLYCE WHEEL HOUSE,934-938 W WEBSTER AVE,60614,1673
DUNKIN DONUTS/ BASKIN ROBBINS,5050 N CICERO AVE,60630,1674
