restaurant_name,address,zip_code,restaurant_key
MURPHY'S DELI,1250 W MOCKINGBIRD LN #110,75247,7191
BROADWAY PIZZA,700 N PEARL EXPW #104,75201,7192
J'S CHICKEN AND RICE,3420 W ILLINOIS AVE #400,75211,7193
POPE'S FRIED CHICKEN,4502 EAST SIDE AVE,75226,7194
AM DONUTS AND COFFEE,115 W ILLINOIS AVE,75224,7195
HYATT HOUSE DALLAS UPTOWN H MARKET,2914 HARRY HINES BLVD,75201,7196
GIORDANO'S OF LOGAN SQUARE,2851-2855 N MILWAUKEE AVE,60618,7197
M J CAFE,11956 S HALSTED ST,60628,7198
LA AZTECA MEAT MARKET DELI,3701 W NORTHWEST HWY #203,75220,7199
TRANSITIONAL CARE SERVICE UNIT,8803 STULTS,75243,7200
DA PIZZA DUDE,2300 S THROOP ST,60608,7201
ST. ANDREW SCHOOL,1710 W ADDISON ST,60613,7202
EL FOGON TAPATIO TAQUERIA,3222 W ARMITAGE AVE,60647,7203
STARBUCKS COFFEE,10181 E NORTHWEST HWY,75238,7204
CHINESE SEE THRU KITCHEN,1651 W ROOSEVELT RD,60608,7205
CARIBBEAN JERK PLACE II,120 W 87TH ST,60620,7206
TIERRA CALIENTE INC,4070 S ARCHER AVE,60632,7207
PARLAY AT JOY DISTRICT,112-114 W HUBBARD ST,60654,7208
AMADOR WINE & SPIRITS,3049 N CALIFORNIA AVE,60618,7209
AUNTIE ANNE'S,151 N MICHIGAN AVE,60601,7210
ALFRED NOBEL ELEMENTARY,4127 W Hirsch (1400N),60651,7211
TCBY,6402 E MOCKINGBIRD LN,75214,7212
ZIO CECIO,4615 W LOVERS LN,75209,7213
LRZ CORNER STORE,9203 BRUTON RD #100,75217,7214
BISHOP ARTS WINERY,838 W DAVIS ST,75208,7215
THE MEAT SHOP,4410 W LOVERS LN,75209,7216
TOM THUMB #3650 GROCERY,14999 PRESTON RD,75254,7217
FIRST WATCH,9285 LOOKOUT POINT,75231,7218
GETIR,4740 N PULASKI RD,60630,7219
HAROLD'S CHICKEN SHACK,612 S WABASH AVE,60605,7220
JIMMY JOHN'S,1133 W TAYLOR ST,60607,7221
WICH!,8687 N CENTRAL EXPW 2378,75225,7222
BABA'S FAMOUS STEAK AND LEMONADE,8235 S KEDZIE AVE,60652,7223
THE SPICE ROOM,2906 W ARMITAGE AVE,60647,7224
EDENS FAST FOOD,6045 N CICERO AVE,60646,7225
PEEPLES TACO'S,5944 W CHICAGO AVE,60651,7226
"WARD, JAMES",2701 S SHIELDS AVE,60616,7227
Beethoven,25 W 47th  (4700S) ST,60609,7228
PUBLICAN QUALITY BREAD,1755 - 1759 W GRAND AVE,60622,7229
CARNICERIA GUANAJUATO #3,3132-3142 N CALIFORNIA AVE,60618,7230
CLAUDIO'S,2018 W CHICAGO AVE,60622,7231
THE MONTCLARE SUPPORTIVE LIVING COMMUNITY,4339 W 18TH PL,60623,7232
BURGER KING #10366,4060 S PULASKI RD,60632,7233
BISHOP LYNCH CAFETERIA,9750 FERGUSON RD,75228,7234
UNDICI'S,2050 N STEMMONS FRWY FL 11TH,75207,7235
ANN SATHER'S CAFE,3415 N BROADWAY,60657,7236
SARRAP FILIPINO CUISINE AND BYOB,2360 N NEVA AVE,60707,7237
NOON HOUR GRILL,6930 N GLENWOOD AVE,60626,7238
PROTEIN FIT STUDIO,4076 W 26TH ST,60623,7239
7-ELEVEN #35416A,750 N RIVERFRONT BLVD,75207,7240
EINSTEIN BROS. BAGELS #1242,109 E PEARSON ST,60611,7241
SPEEDWAY # 8317,3354 N DAMEN AVE,60618,7242
G&S SUPERMARKET,5012 N SHERIDAN RD,60640,7243
"LET'S GET POPPIN, INC.",11758 S WESTERN AVE,60643,7244
"Estela Minimarket, Inc.",1315 W CHICAGO AVE,60642,7245
VERONICA GARCIA,6140 S ARCHER AVE,60638,7246
ROCK WRAP & ROLL,2187 N CLYBOURN AVE,60614,7247
TAQUERIA MORAN,2226 N CALIFORNIA AVE,60647,7248
POPPIN DOUGH,135 N KEDZIE AVE,60612,7249
NEIGHBORHOOD SERVICES,5027 W LOVERS LN,75209,7250
CROWN PLAZA EMPLOYEE CAFETERIA,7050 N STEMMONS FRWY,75247,7251
CHARCO BROILER STEAK,1612 S BUCKNER BLVD,75217,7252
7-ELEVEN CONVENIENCE STORE #35400A,10208 LAKE JUNE RD,75217,7253
BBQ DNA,211 N ERVAY ST #110,75201,7254
PHO 888,1137 W ARGYLE ST,60640,7255
CHICAGO CURRY HOUSE,899 S PLYMOUTH CT,60605,7256
SUBWAY,124 E 35TH ST,60616,7257
GEORGE'S DEEP DISH,6221 N CLARK ST,60660,7258
FIORETTA,310-318 N SANGAMON ST,60607,7259
DOMINO'S PIZZA,1415 W IRVING PARK RD,60613,7260
BIG LOTS #4652,2128 FORT WORTH AVE,75211,7261
KREATIVE KIDZ ACADENY IV,3734-3736 W 79TH ST,60652,7262
NEW EINSTEINS ACADEMY II,1770 W WILSON AVE,60640,7263
SALATA,1700 PACIFIC AVE #C105,75201,7264
MANOLO'S TAMALES #3,2455 S KEDZIE AVE,60623,7265
WENDY'S 13300,2811 N NARRAGANSETT AVE,60634,7266
LE COLONIAL,57 E OAK ST,60611,7267
EXPLORER CAFE,1400 S JEAN BAPTISTE POINTE DUSABLE LAKESHORE DRIVE,60605,7268
DUFFY'S TAVERN & GRILLE,420-422 W DIVERSEY PKWY,60614,7269
Snappy Dog,6682 1/2 N Northwest HWY,60631,7270
BAJA EXPRESS INN TAQUERIA,11128 S HALSTED ST,60628,7271
AMERICAN GIRL PLACE,845 N MICHIGAN AVE,60611,7272
LOVELYLAND LEARNING LAB CORPORATION,1946-1948 W 87TH ST,60620,7273
DUNKIN DONUTS,4313 W IRVING PARK RD,60641,7274
FRESA LIMON,10788 HARRY HINES BLVD #B18,75220,7275
PEI WEI ASIAN DINER,2222 MCKINNEY AVE #100,75201,7276
MAJESTIC THEATER,1925 ELM ST,75201,7277
AFRICAN AMERICAN MUSEUM,3536 GRAND AVE,75210,7278
DALLAS ENVIRONMENTAL SCIENCE ACADEMY,3531 N WESTMORELAND RD,75212,7279
7-ELEVEN #35402,2821 S WALTON WALKER BLVD,75211,7280
Piccadilly Market,2557-2559 W LAWRENCE AVE,60625,7281
SOUL KANTINA,2300 S Throop ST,60608,7282
ED CAMPBELL CONCESSION- COTTON BOWL STAND #47-3N72,3750 COTTON BOWL PLAZA,75210,7283
HEAT BAR & GRILL INCORP,8022-8024 S COTTAGE GROVE AVE,60619,7284
BP AM PM GAS STATION,6701 S JEFFERY BLVD,60649,7285
RAISING CANE'S CHICKEN FINGERS,2376-2380 N LINCOLN AVE,60614,7286
WINE PRESS/DOG FISHHEAD,2500 VICTORY AVE PLTM #5015,75201,7287
LUCKY GRILL INC,4454 N MILWAUKEE AVE,60630,7288
UNCLE REMUS,4731 W MADISON ST,60644,7289
HALAL BURGER,6234 N CALIFORNIA AVE,60659,7290
MIRABELLA'S ITALIAN CUISINE + BAR,3454 W ADDISON ST,60618,7291
PATERNO'S PIZZA,5303 N MILWAUKEE AVE,60630,7292
Papa Ray's Pizza & Wings,3208 N Pulaski RD,60641,7293
TROPICAL SMOOTHIE CAFE,645 W DIVERSEY PKWY,60614,7294
LIUYISHOU HOT POT CHICAGO,2215 S WENTWORTH AVE,60616,7295
HOLLYWOOD MARKET PLACE,5701 N SHERIDAN RD,60660,7296
FUJISAN SUSHI INSIDE SAMS,4062 LBJ FRWY #100,75244,7297
NOWIZKI BIERGARTEN,8008 HERB KELLEHER WAY,75235,7298
BAR CHARLES,1624 MARKET CENTER BLVD,75207,7299
SIAM COUNTRY,4637 N DAMEN AVE,60625,7300
PICNIC WINE & PROVISIONS,7301 N SHERIDAN RD,60626,7301
WALLY FOOD MART,559 W 103RD ST,60628,7302
SHINING STAR CHILD DEVELOPMENT INSTITUTE OF THE ARTS,854 E 79TH ST,60619,7303
GULLIVER'S INC,2727 W HOWARD ST,60645,7304
SABOR LATINO RESTAURANT & PANADERIA,11363 DENTON DR #207,75229,7305
CORPUS COFFEE & EATS,6211 W NORTHWEST HWY #C159,75225,7306
DOLLAR TREE STORE,10233 E NORTHWEST HWY,75238,7307
KAPEJ COFFEE,1447 N SEDGWICK ST,60610,7308
ZEE INTERNATIONAL MARKET,11418 AUDELIA RD,75243,7309
WOODS FOOD & LIQUOR,200 E 35TH ST,60616,7310
PAN MAHAL,2353 W DEVON AVE,60659,7311
COCULA RESTAURANT,5241 S PULASKI RD,60632,7312
Red Ribbon,5033 N ELSTON AVE,60630,7313
TARGET STORE T-3219,1330 E 53RD ST,60615,7314
CYRUS H MCCORMICK ELEMENTARY SCHOOL MODULAR,2738 S SAWYER ST,60623,7315
SFUZZI,2401 HENDERSON AVE,75206,7316
WARWICK MELROSE HOTEL BAR,3015 OAK LAWN AVE,75219,7317
LAVENDOU,19009 PRESTON RD #200,75252,7318
CARNIVAL FOOD STORE #77 SEAFOOD,3460 WEBB CHAPEL EXT,75220,7319
LA QUNITA BREAKFAST BAR,8300 JOHN W CARPENTER FRWY,75247,7320
PROVIDENCE ENGLEWOOD CHARTER SCHOOL,6515 S ASHLAND AVE,60636,7321
CREPE TWIST,545 W DIVERSEY PKWY,60614,7322
M & S FAMILY FOOD,6803 S ASHLAND AVE,60636,7323
J & J FISH AND CHICKEN,8300 S HOLLAND RD,60620,7324
TEXAS MINI MART,7517 MILITARY PKWY,75227,7325
SUBWAY SANDWICHES,2596 GUS THOMASSON RD,75228,7326
"JOE ON THE GO, LTD",3727 N BROADWAY,60613,7327
WAKE-N-BAKERY,38 E ONTARIO ST,60611,7328
J.P. GRAZIANO GROCERY CO INC.,901 W RANDOLPH ST,60607,7329
OOOH WEE IT IS,7920 S WESTERN AVE,60620,7330
JOVIAL CLUB,9615 S COMMERCIAL AVE,60617,7331
JUANITA'S MEXICAN FOOD,2955 W 59TH ST,60629,7332
BURRITO BEACH,500 W MADISON ST,60661,7333
MCDONALDS,7233 W CARPENTER FRWY #110,75247,7334
S & M FOOD MART,2517 S BECKLEY AVE,75224,7335
BREADWINNERS CATERING,7205 ENVOY CT,75247,7336
COLISEUM CONCESSION NORTH,1438 COLISEUM DR,75210,7337
DICK'S LAST RESORT,2211 N LAMAR RD #100,75201,7338
GONG CHA,555 S STATE ST,60605,7339
STARBUCKS COFFEE #2877,40 N CLINTON ST,60661,7340
MANRRAS GROCERY,3132 W 25TH ST,60623,7341
FIESTA MART #71 PRODUCE,3434 W ILLINOIS AVE,75211,7342
GOOD DONUTS,11404 SHILOH RD #106,75228,7343
LUCHA CAFE,2637 N CENTRAL AVE,60639,7344
BEST GYROS & PHILLY,5952 W ROOSEVELT RD,60644,7345
RECANTO BRAZILIAN GRILL,928 W BELMONT AVE,60657,7346
KORNER THE MARKET,2422 ALLEN ST,75204,7347
ROBBIE'S LOUNGE,2115 W LOVERS LN,75235,7348
"PATIO BEEF, INC",6022 N BROADWAY,60660,7349
"PRINCETON REHABILITATION & HEALTH CARE, INC",255 W 69TH ST,60621,7350
HARRY POTTER: MAGIC AT PLAY,845 N MICHIGAN AVE,60611,7351
POTBELLY SANDWICH SHOP,1018 S CANAL ST,60607,7352
SNOWIE,1765 W GRANVILLE AVE,60660,7353
EPIC BURGER,517 S STATE ST,60605,7354
AFC SUSHI @ JEWEL OSCO#2502,2550 N CLYBOURN,60614,7355
Norwood Crossing,6016-6020 N Nina AVE,60631,7356
LITTLE JAMAICA JERK CUISINE,6319 S DR MARTIN LUTHER KING JR DR,60637,7357
RAO FAMILY RESTAURANT,6347 W GRAND AVE,60639,7358
LA REUNION,229 N BISHOP AVE,75208,7359
KROGER #587 - PRODUCE,3939 FRANKFORD RD,75287,7360
BUD QUICKWAY FOODMART,9738 WEBB CHAPEL RD,75220,7361
3 MEAL BAR & BUFFET,555 S LAMAR ST #100,75202,7362
ARAMARK - WT 37TH FLOOR KITCHEN,208 S AKARD ST,75202,7363
LDU COFFEE,9005 GARLAND RD #100,75218,7364
WILLIAMS CHICKEN,9359 FOREST LN,75243,7365
WEST RIDGE ELEMENTARY,6700 N WHIPPLE,60645,7366
SUSIE CAKES BAKERY,6441 E MOCKINGBIRD LN,75214,7367
PAULINA CERTIFIED,7622-7626 N PAULINA AVE,60626,7368
MAGNOLIA CAFE,2221 N LINCOLN AVE,60614,7369
R&M2 FOOD MART,5450 W HARRISON ST,60644,7370
MASJID AL ISLAM DALLAS ANNEX,2625 S CESAR CHAVEZ BLVD,75215,7371
"LITTLE EINSTEINS DAYCARE,INC.",3735-3737 W FULLERTON AVE,60647,7372
REBEL AND RYE TAVERN,726 W GRAND AVE,60654,7373
ERIE CAFE,536 W ERIE ST,60610,7374
JOSEPH KELLMAN COMMUNITY SCHOOL,3030 W ARTHINGTON ST,60612,7375
STARBUCK'S COFFEE,600 E GRAND AVE,60611,7376
KIDDIE STEPS 4 YOU LEARNING CENTER INC.,1700 W 63RD ST,60636,7377
ANNA MARIA PASTERIA,4400-4404 N CLARK ST,60640,7378
BUTLER HOSPITALITY,127 W HURON ST,60654,7379
LELIA P COWART SCHOOL,1515 S RAVINIA DR,75211,7380
SONNY BRYAN'S SMOKEHOUSE,2625 SEELCCO ST,75235,7381
CITTI'S PIZZA,9247 SKILLMAN ST #104,75243,7382
RORO'S BAKING COMPANY,2201 TUCKER ST #107,75214,7383
SAVERS COST PLUS - PRODUCE,1610 S WESTMORELAND RD,75211,7384
UNION SUSHI & BARBEQUE BAR,230 W ERIE ST,60654,7385
IDOF Fresh Mediterranean,600 E GRAND AVE,60611,7386
INGRAINED,108 W CHICAGO AVE,60654,7387
WRIGLYEVILLE ROOFTOPS,3643-3645 N SHEFFIELD AVE,60613,7388
DUNKIN DONUTS,1575 S MICHIGAN AVE,60605,7389
THE MAIN PIZZA,2839 W TOUHY AVE,60645,7390
FIRST QUARTER BAR & GRILL,8008 HERBKELLEHER WAY STE. C2216,75235,7391
BURGUNDY PASTURE BEEF,3314 ROSS #100,75204,7392
LAS DELICIAS LATINAS,7027 N CLARK ST,60626,7393
CAMRAS ELEMENTARY SCHOOL,3000 N MANGO AVE,60634,7394
FIRST  ACADEMY,2555-2557 W Peterson AVE,60659,7395
LUCKY'S SANDWICH COMPANY,3472 N CLARK ST,60657,7396
GOURMET GORILLA,3021 W CARROLL ST,60612,7397
"GREAT CHINA HOUSE, INC.",2300 S DAMEN AVE,60608,7398
QDOBA MEXICAN EATS,175 W JACKSON BLVD,60604,7399
NEW KING FOOD MART,401 E 69TH ST,60637,7400
WHITE ROCK ALE HOUSE & BREWERY,7331 GASTON AVE #100,75214,7401
CARNIVAL FOOD STORE #77 DELI,3460 WEBB CHAPEL EXT,75220,7402
HAMPTON INN & SUITES,1718 N COCKRELL HILL RD,75211,7403
ZAAP KITCHEN LAO & THAI STREET EATS,6770 ABRAMS RD #110,75231,7404
AIN'T SHE SWEET CAFE BEVERLY,9920 S WESTERN AVE,60643,7405
LEON'S BAR-B-QUE,3309 E 106th street,60617,7406
TAQUERIA GUANAJUATO,2820 WALNUT HILL LN #100,75229,7407
CHITOWN FUTBOL & SOCIAL,2343 S THROOP ST,60608,7408
BUFFALO WILD WINGS,513 W TAYLOR ST,60607,7409
CHICAGO CHOP SHOP LLC,2033-2035 W NORTH AVE,60647,7410
ZAVALA'S GROCERY STORE INC,2657 S KOLIN AVE,60623,7411
CHICAGO WESTSIDE CHRISTIAN SCHOOL,1240 S PULASKI RD,60623,7412
3ELEVEN KITCHEN & COCKTAILS,311 N MARKET ST #100,75202,7413
AZ C-STORE,13021 COIT RD #106,75240,7414
ARBY'S,5350 HARRY HINES BLVD,75235,7415
CAVA LOVERS LN,5710 W LOVERS LN #108,75209,7416
HOTSTONE,2330 ROYAL LN #300,75229,7417
LA TARTE TROPEZIENNE,1604 MAIN ST,75201,7418
Phoenix Military,145 S CAMPBELL AVE,60612,7419
CHICAGO TECH ACADEMY (CHARTER),1301 W 14th St  (1400S),60608,7420
MARIA'S MEXICAN RESTAURANT,1905 N HARLEM AVE,60707,7421
JOE & THE JUICE NEW YORK LLC,980 N MICHIGAN AVE,60611,7422
WALGREENS #05920,1060 W CAMP WISDOM RD,75232,7423
FUTATSUKI RAMEN,4621 N BROADWAY,60640,7424
MOBIL,7550 N SHERIDAN RD,60626,7425
EVERYTHING TACOS,819 S PULASKI RD,60624,7426
A STEP AHEAD LEARNING CENTER,4208 N BROADWAY,60613,7427
SONIC DRIVE IN,8126 LAKE JUNE RD,75217,7428
THRESHOLD SCHOOL,4219 N LINCOLN AVE,60618,7429
SWEETGREEN,5400 N CLARK ST,60640,7430
EVERYBODY'S COFFEE,935-937 W WILSON AVE,60640,7431
PEAR CHEF,170 W WASHINGTON ST,60602,7432
SALVATION ARMY,5554 HARRY HINES BLVD,75235,7433
TOM THUMB - DELI,2727 LIVE OAK ST,75204,7434
MARISCOS LA MAREA,2576 GUS THOMASSON RD,75228,7435
FAMILY THAIS,208 N MARKET ST #150,75202,7436
GREENVIEW ROGERS PARK,7575 N ROGERS AVE,60626,7437
SOCIALE AND CAFE PRESS,800 S CLARK ST,60605,7438
LOFT LUCIA,1-9 N CARPENTER ST,60607,7439
THE MAIN PIZZA,2727-2729 W HOWARD ST,60645,7440
"NADIA FISH & CHICKEN, INC",2704 E 75TH ST,60649,7441
FUEL STOP,5816 KEENELAND PKWY,75211,7442
THE PASTA BOWL,1852 W NORTH AVE,60622,7443
SO SOULFUL EATERY,3944 W CHICAGO AVE,60651,7444
SEAFOOD LAND,1642 W 79TH ST,60620,7445
"CARRIBEAN'S SHARK SEAFOOD, LLC",4814 GREENVILLE AVE,75206,7446
EL AMIGO,735 N WESTMORELAND RD,75211,7447
KREATIVE KIDZ ACADEMY VI INC.,1400 W GARFIELD BLVD,60609,7448
EL TRIGAL FOOD AND BAKERY,3059 W MONTROSE AVE,60618,7449
ALI'S FOOD MART,1308 S CENTRAL PARK AVE,60623,7450
EL TEXCAL RESTAURANT,3700 W LAWRENCE AVE,60625,7451
HUDDLE HOUSE,4748 N KIMBALL AVE,60625,7452
CHILDREN'S CAMPUS CENTER,7248-7252 W TOUHY AVE,60631,7453
MARIA'S PACKAGED GOODS & COMMUNITY BAR,954-960 W 31ST ST,60608,7454
MAR & SUCHII,3537 E 106TH ST,60617,7455
THE NEW CONGRESS PIZZA,3737 W GRAND AVE,60651,7456
UMAI,730 S CLARK ST,60605,7457
RESTORATION HARDWARE,1300-1310 N DEARBORN ST,60610,7458
CATRACHITO RESTAURANT,9458 MARSH LN,75220,7459
THE FREE MAN,2630 COMMERCE ST,75226,7460
PT'S MENS CLUB,10601 PLANO RD,75238,7461
REVIVING LIVES BAPTIST CHURCH INC,300 S SMITH ST,75211,7462
CANVAS HOTEL - KITCHEN AREA 1ST FL,1325 BOTHAM JEAN BLVD,75215,7463
SAVOR PATISSERIE,9440 GARLAND RD #142,75218,7464
BURGER KING,6085 SAMUELL BLVD,75228,7465
AU TROISIEME,8305 WESTCHESTER DR,75225,7466
7-ELEVEN #33511C,33 E ADAMS ST,60603,7467
MOTHER'S RUIN,2943 N MILWAUKEE AVE,60618,7468
FOUR SHADOWS,2758 N ASHLAND AVE,60614,7469
KATHY DE'S,3642 S PARNELL AVE,60609,7470
BOBA PLUG'S,3132 S MORGAN ST,60608,7471
PALETERIA LINDO MICHOACAN,5245 W FULLERTON AVE,60639,7472
"LARAMIE MARKET, INC",410 S LARAMIE AVE,60644,7473
LAKESHORE SPORT & FITNESS,211 N STETSON AVE,60601,7474
LITTLE CAESARS PIZZA,9667 WEBB CHAPEL RD,75220,7475
THE WALNUT HOTEL BEST WESTERN PLUS,11069 COMPOSITE DR,75229,7476
WEST END NEWS,8008 CEDAR SPRINGS RD #1124,75235,7477
LITTLE CAESAR PIZZA,5640 W ROOSEVELT RD,60644,7478
EL RINCON DE MEXICO,4712 S PULASKI RD,60632,7479
JERUSALEM DISCOUNT PLUS,5206 W DIVERSEY AVE,60639,7480
CAFE TOLA I,3612 N SOUTHPORT AVE,60613,7481
CHASE ELEMENTARY/CHASE  BR,2021 N Point,60647,7482
ST STANISLAUS B&M CHURCH,5352 W BELDEN AVE,60639,7483
SONIC DRIVE IN,1330 EMPIRE CENTRAL DR,75247,7484
"TAQUERIA LAREDO, LLC",3634 MARVIN D LOVE FRWY,75224,7485
NGON,1907 GREENVILLE AVE,75206,7486
RUSTY TACO,3604 OAK LAWN AVE,75219,7487
LOS MOLACAJETES,11445 EMERALD ST #120A,75229,7488
MCDONALDS,2475 ROYAL LN,75229,7489
CHIKIS,6621 N CLARK ST,60626,7490
BISTRO 6050 ASIAN-LATINO EXPRESS,6050 W IRVING PARK RD,60634,7491
LG RESTAURANT,7137 N CLARK ST,60626,7492
7-ELEVEN,29 E MADISON ST,60602,7493
KFC,7508 S LAFAYETTE AVE,60620,7494
"CHIFRESH KITCHEN, LWCA",1408 E ROCHDALE PL,60615,7495
Wrigleyville Rooftops,1032 W WAVELAND AVE,60613,7496
M&TH GROUP INC,3743 W CHICAGO AVE,60651,7497
HONG XUONG BAKERY INC,1139 W ARGYLE ST,60640,7498
EGGSPERIENCE,4925 W IRVING PARK RD,60641,7499
TACQUERIA KAIROS 1,5526 S ARCHER AVE,60638,7500
EATALY,43 E OHIO ST,60611,7501
"ILLINOIS SPORTSERVICE, INC.",333 W 35TH ST,60616,7502
ORA,5701 N Clark ST,60660,7503
26TH STREET SUGAR SHACK,630 W 26TH ST,60616,7504
AVANTI CAFFE,200 W JACKSON BLVD,60606,7505
"FRANCES XAVIER WARDE SCHOOL, HOLY NAME CATHEDRAL",751 N State ST,60654,7506
OASIS CAFE,5945 GREENVILLE AVE,75206,7507
ONI RAMEN,2822 ELM ST,75226,7508
MARISCOS 2000 #5,3068 FOREST LN #111,75234,7509
ASCHER SILBERSTEIN ELEMENTARY,3101 LAWNVIEW AVE,75227,7510
THE WINSTON SCHOOL,5707 ROYAL LN,75230,7511
SIRENA'S,10830 HARRY HINES BLVD,75220,7512
LA AZTECA MEAT MARKET GROCERY,3701 W NORTHWEST HWY #203,75220,7513
DURO PROVISIONS,2804 GREENVILLE AVE,75206,7514
CIALES POULTRY MEATS & FISH,2141 W ARMITAGE AVE,60647,7515
DAILY MART,2963 BELLE STARR DR,75227,7516
MURPHY OIL USA INC,6410 LEMMON AVE,75209,7517
GO FISH GROUP INC,3022 W MADISON,60612,7518
79TH FOOD & DELI,857 E 79TH ST,60619,7519
BOSSMAN MARKET & FAST FOOD,1945 S KEELER AVE,60623,7520
MCALISTER'S DELI #538,15212 MONTFORT RD #303,75248,7521
OPEN KITCHENS,1161 W 21ST ST,60608,7522
ZYMI BAKERY INC,5806-5808 N MILWAUKEE AVE,60646,7523
RAJ DARBAR,2660 N HALSTED ST,60614,7524
AUTUMN GREEN AT MIDWAY VILLAGE,6700 S KEATING AVE,60629,7525
"DOUBLE HAPPINESS ENTERPRISES, INC.",1061 W ARGYLE ST,60640,7526
MISERICORDIA HOME,6300 N RIDGE AVE,60660,7527
BRANKO'S RESTAURANT,1118 W FULLERTON AVE,60614,7528
AMBROSIA FOODS,2239-2241 N WESTERN AVE,60647,7529
AFC Sushi @ Jewel Osco #3407,5516 N CLARK ST,60640,7530
CHIU QUON BAKERY & DIM SUM,2253 S WENTWORTH AVE,60616,7531
ASPIRA EARLY COLLEGE,3986 W BARRY ST,60618,7532
MAXWELL STREET DEPOT INC.,411 W 31ST ST,60616,7533
SOLAR PREPARATORY SCHOOL FOR GIRLS,2617 N HENDERSON AVE,75206,7534
16232 CRAZY BROTHERS,7812 GREAT TRINITY FOREST WAY #300,75217,7535
CITY OF DALLAS FRETZ PARK POOL,14730 HILLCREST RD,75254,7536
SUSHI SAKANA,2811 MCKINNEY AVE STE #28,75204,7537
WILLIAMS FRIED CHICKEN,2844 N BUCKNER BLVD,75228,7538
CROWNE PLAZA DALLAS - BAR/BUFFET,7050 N STEMMONS FRWY,75247,7539
RICE BOWL EXPRESS,3926 S POLK ST,75224,7540
PIZZA HUT,603 S TYLER ST #100,75208,7541
EL BOLERO OUTSIDE BAR,1201 OAK LAWN AVE #160,75207,7542
SONIC DRIVE IN,8602 S LANCASTER RD,75241,7543
The Farehouse O'Hare Plaza,8725 W HIGGINS RD,60631,7544
HANDCUT FOODS,1 E PEARSON ST,60611,7545
LA MICHOACANA MEAT MARKET GROCERY,2420 N FITZHUGH AVE,75204,7546
ANTOJITOS MEXICANOS #2,2313 S BECKLEY AVE,75224,7547
LA BORRA DEL CAFE DELAWARE,10 E DELAWARE PL,60611,7548
SNOW DRAGON SHAVERY,700 E GRAND AVE,60611,7549
CAFE TOLA #4,2489 N MILWAUKEE AVE,60647,7550
290 QUICK MART & TOBACCO,5146 W MADISON ST,60644,7551
AMOCO,2338 N SACRAMENTO AVE,60647,7552
EINSTEIN BAGELS/ DECOLORES,5700 S CICERO AVE,60638,7553
POTBELLY SANDWICH WORKS LLC,7601 S CICERO AVE,60652,7554
"CAFE' DESCARTES COMPANY,",680 N LAKE SHORE DR,60611,7555
CHICAGO KALBI INC,3752 W LAWRENCE AVE,60625,7556
TACO BELL,4717 VISTAWOOD BLVD,75232,7557
MALONE'S COST PLUS #3 MEAT MARKET,3939 S POLK ST #323,75224,7558
JUNE SHELTON CAFETERIA,17301 PRESTON RD,75252,7559
SAM'S CLUB/ROTISSERIE,2900 W WHEATLAND RD,75237,7560
THOMAS JEFFERSON HIGH SCHOOL,4001 WALNUT HILL LN,75229,7561
CHEF HOUSE RESTAURANT,4028 CEDAR SPRINGS RD,75219,7562
FUEL TOWN #2 TAQUERIA,1525 INWOOD RD,75247,7563
CHIMALMA TACO BAR CO.,701 COMMERCE ST #120,75202,7564
7-ELEVEN #22788B,5365 SPRING VALLEY RD #101,75254,7565
Starbucks Coffee#70636,2737 N CICERO AVE,60639,7566
SUSHI LIGHT,2002 S WENTWORTH AVE,60616,7567
BRANDO'S,343 S DEARBORN ST,60604,7568
7-ELEVEN #34113,11363 E NORTHWEST HWY,75238,7569
NEIGHBORHOOD FOOD MART,1802 S DENLEY DR,75216,7570
THE TIN LIZZIE,2483 N CLARK ST,60614,7571
SNK,8106 S RACINE AVE,60620,7572
LUCKY FOOD MARKET,523 E 79th ST,60619,7573
COLUTAS PIZZA,3239 N HARLEM AVE,60634,7574
SUBWAY,4316 S ASHLAND AVE,60609,7575
NAUDI INC.,926 W DIVERSEY PKWY,60614,7576
FANTASTIC FOOD MART INC,2453 E 75TH ST,60649,7577
MONTESSORI ACADEMY AT ONESIMO HERNANDEZ ELEMENTARY,5555 MAPLE AVE,75235,7578
HOTEL CRESCENT COURT BANQUETS,400 CRESCENT CT,75201,7579
BURGER KING,2525 W DAVIS ST,75211,7580
TEXAS BEST SMOKEHOUSE,4880 MOUNTAIN CREEK PKWY #120,75236,7581
MERSON DELI,13601 PRESTON RD #C17E,75240,7582
HALE FAMILY MC DONALD'S,600 E 115TH ST,60628,7583
IN-ON THAI,4641 N BROADWAY,60640,7584
ROCK BOTTOM RESTAURANT & BREWERY - RB GRILLE,1 W GRAND AVE,60654,7585
POCKETS,1009 W MADISON ST,60607,7586
DAIQUIRI PARADISE,735 N WESTOMORELAND RD #X112,75211,7587
WEEKEND COFFEE,1511 COMMERCE ST,75201,7588
TACO BELL #30404,500 W MADISON,60661,7589
"SBY RG2-1101, LLC",1101 S WABASH AVE,60605,7590
SOUTHVIEW MANOR,3311 S MICHIGAN AVE,60616,7591
SUBWAY,5203 W FULLERTON AVE,60639,7592
MACARONI GRILL,11601 W TOUHY AVE,60666,7593
FRIISTYLE,5059 S PRAIRIE AVE,60615,7594
DUNKIN DONUTS/BASKIN ROBBINS,1651 N WESTERN AVE,60647,7595
DIR NUTRICION,4821 W DIVERSEY,60639,7596
THE SLOW BONE,2234 IRVING BLVD,75207,7597
